prompt,response,instructions
"Player has 4304 hp and 3 mp. Enemy has 1414 hp and 100 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 3134 hp and 84 mp. Enemy has 790 hp and 622 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3766 hp and 40 mp. Enemy has 65 hp and 418 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2397 hp and 106 mp. Enemy has 4803 hp and 578 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1554 hp and 127 mp. Enemy has 67 hp and 687 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 609 hp and 12 mp. Enemy has 4159 hp and 571 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 4737 hp and 81 mp. Enemy has 2482 hp and 31 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2016 hp and 45 mp. Enemy has 1696 hp and 653 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 601 hp and 7 mp. Enemy has 2981 hp and 458 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],You should use [elixer] to fully restore health and MP.
"Player has 1155 hp and 136 mp. Enemy has 4900 hp and 589 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2127 hp and 43 mp. Enemy has 164 hp and 362 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3560 hp and 17 mp. Enemy has 481 hp and 396 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 3624 hp and 29 mp. Enemy has 4889 hp and 364 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [fire spell] for more damage.
"Player has 886 hp and 25 mp. Enemy has 4988 hp and 180 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [fire spell] for more damage.
"Player has 2580 hp and 4 mp. Enemy has 1008 hp and 698 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 4950 hp and 83 mp. Enemy has 575 hp and 120 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4411 hp and 78 mp. Enemy has 3406 hp and 379 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4202 hp and 125 mp. Enemy has 1627 hp and 349 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4531 hp and 31 mp. Enemy has 1624 hp and 441 mp. Available actions: attack, fire spell, thunder spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [thunder spell] for more damage.
"Player has 648 hp and 66 mp. Enemy has 3119 hp and 513 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 1459 hp and 62 mp. Enemy has 477 hp and 467 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 2178 hp and 109 mp. Enemy has 3985 hp and 617 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2243 hp and 12 mp. Enemy has 2620 hp and 455 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 4405 hp and 16 mp. Enemy has 4963 hp and 381 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 1644 hp and 4 mp. Enemy has 4736 hp and 531 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 663 hp and 98 mp. Enemy has 3865 hp and 9 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],You should use [cura spell] to heal more HP.
"Player has 4276 hp and 134 mp. Enemy has 1884 hp and 318 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 663 hp and 44 mp. Enemy has 4079 hp and 307 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 215 hp and 39 mp. Enemy has 2289 hp and 23 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 1769 hp and 62 mp. Enemy has 2632 hp and 69 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 2453 hp and 26 mp. Enemy has 4398 hp and 784 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [fire spell] for more damage.
"Player has 2236 hp and 82 mp. Enemy has 1040 hp and 366 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2694 hp and 65 mp. Enemy has 4059 hp and 121 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4845 hp and 10 mp. Enemy has 3354 hp and 608 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 706 hp and 100 mp. Enemy has 861 hp and 221 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 704 hp and 48 mp. Enemy has 3259 hp and 49 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 4127 hp and 143 mp. Enemy has 4210 hp and 509 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2293 hp and 100 mp. Enemy has 3545 hp and 535 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 628 hp and 45 mp. Enemy has 4338 hp and 700 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 1202 hp and 17 mp. Enemy has 2554 hp and 767 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 4950 hp and 33 mp. Enemy has 1281 hp and 748 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [thunder spell] for more damage.
